userid	history_list	pos_target	full_candidate
129195	[887337, 881665, 300614, 887338, 622946, 811760, 465067, 657326, 193031, 1106523]	1	[333874, 980367, 511687, 248109, 497021]
842797	[877696, 99826, 909950, 812001, 669178, 1062464, 38880, 577644, 44855, 1050715]	3	[896327, 799769, 550465, 297651, 741469]
943219	[372747, 1056999, 1091035, 543658, 106553, 843123, 543622, 180239, 1043592, 614541]	3	[920526, 277001, 972209, 1044037, 491965]
1216761	[396326, 812529, 282316, 932584, 362522, 512684, 811921, 1032353, 601021, 919389]	0	[979379, 625679, 1024513, 220816, 192686]
1083006	[1076994, 900452, 1059767, 635, 564, 230016, 911880, 560379, 591, 900421]	1	[339688, 300628, 745096, 1088282, 283950]
1078973	[328143, 251060, 861424, 883290, 564099, 263755, 746936, 1075646, 809747, 314069]	4	[515310, 282716, 574973, 565993, 474324]
601967	[1088282, 578465, 595627, 462473, 191591, 150140, 611312, 567681, 214609, 562794]	4	[794976, 902041, 630261, 600442, 515420]
1227413	[220712, 443335, 862393, 774063, 580159, 900360, 313476, 281010, 690312, 1101692]	0	[866769, 519704, 629253, 230268, 634722]
643937	[506865, 908618, 1077937, 502743, 62246, 254825, 463233, 264263, 154401, 881717]	0	[247250, 237549, 633232, 638607, 1089868]
1440396	[1061408, 338167, 900568, 812529, 1053255, 812531, 811914, 880231, 601021, 212415]	0	[13313, 758535, 961987, 300648, 1059863]
845398	[498800, 284510, 373102, 264263, 881717, 34975, 81144, 642706, 886133, 247250]	0	[463233, 1043894, 747148, 263406, 74110]
963516	[188681, 778364, 1100153, 686208, 343355, 1069130, 1107293, 920065, 298760, 466156]	2	[92053, 164165, 200635, 57559, 919412]
1190458	[245535, 1062822, 212244, 597749, 535633, 331037, 491881, 602105, 266780, 812708]	3	[180402, 158317, 246872, 597760, 819000]
338375	[622827, 296225, 476620, 520081, 302652, 185113, 185111, 408615, 779745, 519225]	3	[214583, 817354, 214609, 489745, 515936]
397371	[407928, 72156, 260151, 1014661, 178350, 489490, 821010, 250099, 300667, 1059851]	2	[616523, 519708, 287234, 2262, 760390]
1096213	[779745, 476620, 1030222, 520081, 519225, 302652, 639120, 470040, 1041406, 408615]	2	[852994, 627008, 434528, 812531, 564]
11181	[1031994, 338502, 492214, 758012, 176737, 456464, 263082, 755177, 216242, 699316]	2	[405662, 817354, 1078126, 455348, 701195]
1400881	[605575, 480586, 180046, 529397, 631293, 142784, 809501, 510970, 283111, 580332]	0	[681360, 24457, 267951, 221989, 149330]
1101227	[473786, 159979, 547649, 1043894, 1078053, 811624, 741664, 246235, 234872, 246498]	3	[815292, 799036, 1102992, 846247, 202370]
1043365	[900421, 1059767, 587, 812123, 300628, 600653, 564, 591, 1103605, 900452]	4	[372747, 23028, 608532, 862077, 1102432]
207826	[212105, 515310, 81654, 448641, 44853, 315191, 597821, 503608, 578049, 918899]	4	[790368, 72156, 246613, 293945, 807]
1363858	[176353, 664803, 779211, 709977, 1015485, 2529, 809666, 550465, 190167, 165972]	2	[805408, 661314, 653716, 243608, 864266]
1423455	[62246, 203472, 1077937, 34975, 451377, 506865, 502743, 1030168, 775298, 284510]	3	[154401, 339702, 251060, 342941, 819545]
1350933	[224729, 900797, 1061262, 972209, 1076104, 308620, 662334, 194579, 249544, 550065]	4	[741780, 453107, 887337, 220675, 1041394]
824614	[368723, 185113, 519708, 519225, 1041406, 520081, 185111, 408615, 476620, 842288]	3	[681368, 600341, 584241, 302652, 816483]
820209	[26623, 269929, 524496, 878433, 600452, 740113, 433524, 463121, 505811, 812431]	3	[910917, 801571, 212168, 876735, 1074188]
1339912	[561197, 600726, 695817, 753197, 916686, 681926, 276919, 456572, 300631, 884995]	1	[339452, 900508, 102687, 198972, 1089868]
36607	[710187, 811923, 811921, 480381, 282316, 601021, 919389, 212093, 1032353, 237778]	4	[216469, 864348, 212592, 502743, 338167]
1361119	[2529, 760390, 709977, 809666, 190167, 324577, 550465, 258191, 1015485, 328496]	0	[74235, 957464, 884995, 13869, 758012]
296423	[461834, 198066, 608436, 630261, 1086009, 30448, 952876, 630239, 630252, 1114590]	4	[491881, 716, 1061158, 24960, 330241]
778675	[580159, 449821, 443335, 1059714, 900415, 900360, 157903, 866769, 1101692, 820816]	3	[212574, 13927, 998017, 774063, 900495]
445956	[490412, 334412, 214329, 455850, 1020394, 796972, 1052635, 813176, 916657, 600461]	3	[900449, 846883, 298760, 901871, 246794]
1142502	[716, 863649, 705333, 553327, 954509, 261263, 300213, 293945, 952052, 673636]	2	[1101434, 263942, 1029591, 300081, 1065581]
1034588	[758012, 456464, 1107344, 216242, 710877, 176737, 546718, 338502, 195657, 1078126]	1	[1056489, 1031994, 578465, 1056762, 519223]
1211489	[245535, 185112, 1056620, 1075469, 431535, 885622, 601109, 173628, 266780, 164754]	1	[811921, 764432, 877885, 816295, 212181]
364739	[99826, 1062464, 877696, 794690, 38880, 212149, 1050715, 35090, 997576, 297651]	1	[921557, 439241, 61981, 391368, 900447]
1402161	[228546, 1059360, 300527, 820409, 947677, 863657, 1100319, 381854, 460, 600528]	4	[176412, 519706, 811956, 1092029, 220315]
1346927	[198972, 458831, 560486, 947677, 520678, 473680, 900349, 456571, 900355, 844543]	1	[148906, 820396, 846227, 880090, 179009]
270301	[812529, 608556, 889499, 601021, 959911, 782692, 995495, 615639, 1032353, 979379]	0	[314425, 297546, 251002, 825066, 746535]
397209	[62246, 138900, 908618, 81144, 502743, 775298, 886133, 198558, 264263, 642706]	2	[269683, 1056584, 881717, 8307, 272965]
138002	[900397, 774063, 600626, 281010, 580159, 803154, 157903, 900360, 1059714, 862393]	2	[519225, 165972, 215189, 2262, 616523]
739885	[900453, 900456, 220816, 283201, 561197, 1014189, 1054196, 916630, 916686, 900513]	3	[1091088, 600366, 178952, 900508, 212129]
1033482	[578862, 510, 481, 520678, 600525, 456571, 844543, 220302, 220735, 1100319]	2	[481205, 262637, 900394, 25820, 476026]
292174	[233756, 782692, 237778, 811921, 198972, 300527, 947677, 327246, 272504, 616962]	4	[638902, 407928, 1102427, 198970, 584241]
1196641	[381854, 460, 506217, 263668, 520678, 220302, 228546, 388753, 473680, 1059686]	4	[37237, 600691, 1031994, 564559, 820396]
1053059	[861424, 1075646, 1042802, 748136, 809747, 168302, 883290, 564099, 314069, 758535]	3	[666835, 803588, 185107, 251060, 164165]
973957	[919389, 282316, 338167, 13313, 1032353, 811927, 889499, 512686, 212415, 811915]	4	[212181, 490412, 103076, 190678, 212093]
914918	[862101, 957, 600058, 196603, 335325, 812338, 491965, 300018, 283948, 640492]	2	[158832, 639512, 25820, 515329, 516555]
1364738	[300778, 26102, 615722, 1050685, 1032351, 39412, 864447, 863547, 554639, 1081649]	1	[775679, 879350, 562451, 681360, 200050]
587559	[547357, 373102, 886133, 881717, 189599, 264263, 333399, 642706, 1030168, 775298]	2	[246499, 458146, 463233, 245535, 821010]
743597	[862101, 957, 640492, 196603, 283948, 600058, 998017, 812338, 627377, 251966]	1	[180402, 25820, 615224, 176412, 275173]
840990	[900421, 220743, 600616, 1059767, 388754, 560379, 165147, 812123, 635, 300628]	4	[686804, 173049, 819544, 67992, 900452]
732616	[789311, 505111, 794280, 900470, 221093, 600644, 74110, 300648, 1051714, 820903]	3	[637226, 1039288, 1078749, 900447, 896151]
437524	[600094, 169962, 568000, 157191, 462786, 218915, 837446, 1032351, 852994, 8315]	3	[224729, 284405, 13869, 215245, 581500]
5547	[622946, 811760, 887338, 1062685, 887337, 980367, 657326, 300614, 151832, 465067]	0	[881665, 282962, 246555, 561197, 1115793]
1353237	[241896, 780646, 928071, 634722, 811958, 811972, 335414, 812542, 327307, 148906]	4	[811969, 1100239, 283201, 297651, 582230]
388131	[630239, 461834, 277001, 1114590, 198066, 330241, 906225, 630252, 30448, 608436]	0	[630261, 447919, 466280, 1023484, 664803]
429490	[245535, 535633, 185107, 764432, 519223, 597760, 212244, 185112, 597749, 173628]	4	[513536, 173659, 862244, 921557, 1062822]
920503	[516859, 1107344, 338502, 758012, 176737, 492214, 876748, 755177, 216242, 282204]	1	[1739, 1056696, 67604, 811969, 900508]
532966	[575876, 598923, 564150, 11160, 747499, 945809, 1025272, 81013, 780304, 430280]	1	[1030168, 253916, 35219, 819004, 1057545]
57795	[1102814, 196188, 1090965, 10312, 1044821, 522256, 246599, 1088803, 731241, 460224]	4	[631466, 144635, 639736, 212155, 1043894]
215363	[1107344, 195657, 456464, 710877, 492214, 1105835, 214934, 41134, 216242, 1078126]	3	[441773, 505111, 573866, 1031994, 490430]
575325	[1055927, 349820, 515235, 188362, 74235, 515291, 565890, 868389, 277628, 455348]	1	[61815, 430390, 732927, 94249, 575876]
196770	[317521, 860877, 338456, 1082582, 67649, 299060, 561249, 335118, 1107395, 1115625]	3	[1062822, 486876, 203472, 333874, 215588]
779711	[430390, 565890, 188362, 273258, 476539, 711272, 929615, 1078749, 411290, 74235]	4	[185107, 192035, 540385, 1055350, 577113]
1441129	[741664, 1088803, 98665, 563184, 65413, 1036760, 460224, 187358, 468908, 10312]	4	[190124, 277804, 57871, 911855, 843429]
715012	[459806, 276033, 246498, 246499, 246487, 514116, 846109, 546398, 246235, 386410]	0	[246597, 864078, 513113, 920065, 463121]
1143753	[516960, 843964, 262187, 910917, 564162, 516885, 644193, 541829, 792654, 1078191]	0	[846411, 698373, 1012934, 707528, 821010]
857948	[979062, 33004, 182108, 506200, 452458, 13797, 790726, 218915, 23028, 190124]	3	[751656, 15522, 300699, 576950, 338456]
1280841	[11817, 627008, 307780, 33776, 253486, 253214, 1051951, 187552, 243160, 627227]	3	[916686, 578527, 13473, 545600, 222798]
1027873	[217760, 809521, 337118, 875393, 215230, 215341, 37338, 815255, 217709, 815257]	1	[920025, 951756, 910917, 1091088, 327307]
78252	[276033, 130364, 522256, 98665, 563184, 65413, 187358, 196188, 843429, 460224]	4	[634845, 398834, 525345, 1101692, 1088803]
1283059	[228546, 900355, 300527, 300549, 560486, 1053578, 820396, 282716, 1059686, 327246]	3	[1010894, 922943, 864520, 600548, 635]
810010	[1101434, 768508, 906232, 607662, 30448, 650083, 1114590, 630239, 952876, 330241]	1	[218261, 630252, 864520, 253986, 1022919]
1157374	[740113, 876735, 878435, 26623, 939582, 812431, 878433, 407, 708802, 600452]	1	[633232, 524496, 253214, 260151, 822171]
1459408	[1059767, 1103605, 560379, 859845, 900421, 900409, 812123, 39092, 844547, 300628]	0	[820229, 209734, 246306, 194899, 300614]
1213725	[165972, 810170, 190167, 324577, 779211, 751642, 2529, 176353, 258191, 967584]	2	[881665, 299713, 74235, 337119, 634991]
1081292	[314425, 919389, 212415, 396326, 13313, 308551, 601021, 811921, 584241, 300745]	4	[1044821, 200050, 165147, 216529, 237778]
437691	[551465, 1034067, 1053255, 616962, 1054653, 175442, 1061408, 195570, 880231, 233756]	2	[627377, 307568, 1053248, 925494, 35397]
639937	[302922, 741493, 410254, 819540, 1061262, 393245, 1041394, 455336, 249544, 541652]	3	[811946, 220789, 314425, 203026, 798992]
66563	[512684, 175442, 919389, 282316, 683926, 900568, 328408, 812531, 396326, 601021]	0	[272504, 695817, 780646, 582464, 1093367]
136198	[26815, 27726, 180046, 580332, 741469, 565982, 611816, 510970, 529397, 681360]	2	[1106755, 920093, 1038468, 450, 225029]
422035	[794954, 1041394, 1061262, 224729, 519229, 203026, 485531, 614010, 1086922, 794976]	2	[939582, 739798, 393245, 281243, 811998]
884670	[39053, 490430, 509492, 222798, 516125, 349882, 601850, 519706, 176411, 600649]	4	[615224, 175442, 522858, 919756, 864035]
73964	[1032353, 13313, 812531, 314425, 584241, 919389, 282316, 237778, 512682, 811915]	3	[95535, 151457, 1075646, 601021, 820952]
696798	[568048, 268116, 179009, 342752, 959833, 42838, 1093367, 1044834, 808643, 192686]	1	[300767, 819708, 703625, 780209, 900508]
17134	[764432, 1058329, 608532, 519223, 1062822, 597749, 185107, 516883, 482495, 212244]	2	[253916, 854965, 266780, 447919, 741664]
184469	[644193, 317428, 269560, 246872, 846883, 180918, 458151, 846882, 1016093, 616560]	1	[349820, 247090, 810170, 194579, 449358]
885064	[200635, 188681, 158317, 686804, 900786, 110944, 778364, 387060, 511157, 339702]	4	[600366, 214583, 644193, 202370, 920065]
1045392	[11623, 246487, 196188, 741664, 246498, 14864, 451071, 246597, 1074108, 98665]	2	[520081, 545600, 675598, 846882, 307780]
952660	[512261, 212538, 878177, 734801, 92297, 439411, 300882, 670320, 216262, 758085]	4	[308539, 917827, 602105, 1115793, 748673]
1172463	[24960, 504661, 247621, 246487, 276033, 246235, 246597, 771770, 576761, 246613]	3	[1052077, 1054653, 1102992, 616523, 655226]
469689	[1010894, 547152, 1031994, 1078126, 247070, 246794, 699316, 216242, 1056696, 282204]	2	[898322, 919384, 1105835, 896151, 476960]
736502	[282716, 220675, 146944, 506217, 481, 900355, 300527, 820396, 473680, 456571]	2	[1102814, 516893, 820409, 1023484, 1055350]
766127	[779745, 185111, 1030222, 185113, 368723, 476620, 622827, 22879, 489745, 1062860]	2	[947648, 867631, 296225, 512322, 246306]
708158	[788037, 33776, 146265, 788036, 1051175, 315152, 187552, 1051951, 307780, 253214]	3	[37237, 1078126, 846227, 253486, 817379]
936020	[550465, 760390, 516588, 809666, 165972, 190167, 324577, 967584, 732927, 258192]	1	[520623, 74235, 799769, 254426, 547360]
754315	[1092029, 1016093, 445212, 262187, 843964, 644193, 547190, 564162, 458151, 180918]	4	[225029, 100839, 577644, 1107293, 846882]
140878	[529397, 27726, 809501, 1038468, 331259, 565982, 480586, 283111, 331296, 142784]	4	[635382, 900349, 279252, 497268, 67992]
685022	[1030168, 342941, 463233, 254825, 333399, 1077937, 775298, 506865, 264263, 34975]	3	[458146, 686804, 83830, 881717, 240858]
162271	[10312, 1044821, 98665, 386410, 187358, 522256, 15520, 65413, 460224, 246235]	1	[543622, 276033, 505811, 1101434, 541829]
185247	[900797, 819544, 1041394, 519229, 1086922, 219291, 541652, 455336, 91846, 614010]	2	[700867, 520678, 1021656, 1009930, 811969]
1353649	[99413, 176411, 752580, 441773, 613, 864035, 516125, 601850, 882072, 490430]	1	[162603, 349882, 296225, 248109, 1088803]
1315279	[812431, 269683, 876735, 106338, 505811, 524496, 244976, 26623, 878433, 300441]	4	[516859, 431535, 979052, 230016, 130816]
561671	[820952, 820983, 435097, 681, 497021, 260151, 407928, 103198, 521340, 1059851]	0	[72156, 811946, 459806, 192035, 375790]
497484	[506200, 190124, 218915, 790726, 1062817, 33004, 225489, 242605, 469814, 182108]	4	[790368, 879278, 586989, 600058, 602032]
44433	[300441, 812431, 876735, 939582, 269683, 878433, 505811, 26623, 130816, 524496]	1	[605575, 463121, 220712, 961039, 600548]
175988	[248664, 503701, 796478, 458151, 445212, 616560, 547190, 846883, 269560, 846871]	3	[278641, 560486, 635382, 265667, 442077]
924160	[900397, 157903, 803154, 900415, 613844, 281010, 443335, 520735, 506, 300590]	2	[600726, 1065407, 313476, 638641, 819540]
16621	[1090965, 741664, 317490, 771770, 209532, 197452, 811624, 15522, 159979, 187358]	3	[1101434, 490181, 516497, 234872, 297726]
1294844	[217760, 515214, 815255, 215341, 215230, 809521, 875393, 815257, 919756, 37338]	4	[707528, 23302, 338502, 861424, 337118]
317833	[239630, 1059360, 473680, 1059686, 520678, 820409, 220675, 460, 388753, 263668]	3	[95122, 896327, 300631, 520659, 553774]
55939	[661314, 134765, 1061262, 91846, 410253, 550065, 203026, 614010, 455336, 410254]	2	[1094348, 1051174, 393245, 820903, 750704]
137344	[626380, 446185, 854965, 144635, 922894, 626718, 331435, 631466, 1056584, 516251]	2	[900456, 176191, 863441, 600366, 906232]
598342	[505811, 407, 740113, 524496, 244976, 516581, 106338, 812431, 876735, 478333]	2	[820952, 212538, 283741, 624389, 1059767]
1065689	[812528, 314425, 308551, 812531, 175442, 1032353, 13313, 760154, 272504, 233756]	0	[584241, 811958, 301010, 743991, 775381]
72629	[741493, 284579, 91846, 1041394, 441774, 1025307, 203040, 900797, 1076104, 302922]	2	[269560, 515212, 809358, 27726, 328712]
821350	[957, 640492, 279889, 845064, 17584, 251966, 283948, 862101, 627377, 855139]	3	[886133, 246599, 663169, 300018, 516525]
1289519	[246555, 149195, 1078026, 246499, 246498, 846109, 576761, 546398, 846134, 803853]	1	[587, 675598, 1026004, 171597, 673636]
1410950	[778356, 302470, 216215, 491760, 263406, 263714, 563282, 164252, 209734, 879702]	0	[564154, 1069131, 17547, 967584, 584171]
172298	[220789, 959949, 600644, 1098216, 900470, 600728, 820946, 67604, 300648, 1101305]	2	[639688, 864089, 1051714, 144683, 850288]
16801	[445212, 458151, 269560, 1092029, 247090, 846883, 792654, 816814, 547190, 564162]	4	[190124, 300213, 863946, 13313, 180918]
636091	[254426, 887336, 909982, 83830, 582682, 479978, 243608, 381453, 81148, 345660]	4	[103198, 23518, 1055927, 157191, 287179]
1067292	[900355, 460, 473680, 1100319, 578862, 481, 300527, 239630, 282716, 263668]	1	[214583, 458831, 297546, 158317, 803853]
654619	[563282, 564154, 778356, 302470, 491762, 209734, 216215, 164252, 879702, 216701]	2	[1036444, 185107, 491760, 193031, 686210]
1198411	[282204, 216242, 492214, 755177, 546718, 1107344, 176737, 1010894, 246794, 214934]	4	[337119, 584165, 297651, 254939, 876953]
567067	[1115793, 900797, 410253, 819544, 662334, 308620, 1076104, 344790, 972209, 249544]	1	[148525, 809358, 220743, 584262, 30641]
932974	[631466, 863441, 625636, 331435, 331453, 1044028, 516251, 626718, 547886, 446185]	3	[158832, 254825, 909816, 626380, 790368]
911206	[146265, 33776, 307780, 11817, 509713, 187552, 788036, 615224, 29784, 627227]	0	[1051175, 908618, 1106440, 626709, 1026004]
903445	[187358, 196188, 10312, 98665, 276033, 741664, 1090965, 1043894, 130364, 1036760]	3	[263082, 345660, 267951, 1044821, 1037017]
813172	[565974, 677285, 173049, 286408, 81159, 210814, 464292, 1103912, 16225, 654217]	2	[1062546, 885622, 1060513, 1102992, 768205]
280745	[445212, 516960, 547190, 792654, 212233, 616560, 846883, 516885, 265667, 247090]	0	[846882, 302470, 812550, 812590, 843815]
1193346	[246602, 932123, 151184, 1078047, 1089868, 212574, 863666, 276137, 851436, 780186]	0	[846187, 207566, 11817, 474324, 331179]
1325305	[547357, 284510, 775298, 95122, 1061156, 317343, 1061158, 451377, 498800, 34975]	0	[886133, 1056584, 468208, 861961, 354225]
412328	[8315, 864447, 886039, 1053272, 300778, 434309, 1050985, 1113991, 837446, 568000]	3	[465212, 547886, 861961, 95535, 1059787]
292011	[597857, 636190, 886039, 837446, 23302, 1050985, 805616, 697788, 788041, 1032351]	1	[780186, 8315, 753629, 563184, 794690]
247871	[802060, 959833, 268116, 1093367, 342752, 1044834, 834072, 808643, 819708, 192686]	4	[410253, 196188, 315152, 601217, 334737]
780019	[600525, 388753, 844543, 228546, 900355, 473680, 198972, 600548, 820409, 327246]	4	[811969, 625636, 445212, 214583, 450]
781898	[95535, 697788, 67025, 852994, 568000, 864447, 837446, 883740, 1113991, 1053272]	1	[634556, 300778, 681360, 781089, 34577]
966446	[577113, 1055927, 278641, 584623, 626709, 565890, 515291, 180402, 1012934, 815857]	4	[328408, 561197, 700867, 212155, 957464]
1401252	[819544, 741493, 550065, 794954, 1061262, 1086922, 541652, 519694, 302922, 455336]	2	[630993, 456571, 441774, 192035, 511687]
58158	[1098216, 220789, 820945, 600644, 221093, 900470, 959949, 900463, 820946, 1059798]	4	[1105151, 910917, 1044834, 574973, 600728]
591856	[74110, 1059798, 220815, 820945, 820903, 959949, 1098216, 221093, 300648, 220789]	4	[520081, 158317, 173049, 308531, 67604]
668993	[324577, 258191, 1015485, 165972, 772055, 102723, 732927, 653716, 2529, 664803]	3	[178952, 1059787, 803853, 809666, 1051951]
799516	[843429, 187358, 563184, 17474, 98665, 468908, 460224, 196188, 514116, 1090965]	3	[852938, 244976, 200635, 864078, 780646]
1078456	[11623, 810885, 246487, 846109, 246599, 459806, 864078, 504661, 1094348, 10312]	3	[267951, 788041, 142784, 246597, 394727]
1309261	[16225, 900299, 565974, 286408, 173049, 784863, 652233, 218261, 802901, 1053373]	2	[300901, 859845, 511687, 144683, 442077]
1074120	[583939, 198972, 947677, 450, 228546, 900341, 844543, 560486, 520659, 220302]	3	[338206, 386206, 863666, 381854, 339452]
912687	[338167, 782692, 176191, 1034067, 812529, 811915, 880231, 551465, 919389, 396326]	0	[1053248, 820903, 95535, 300648, 171597]
873176	[14864, 547649, 17474, 634845, 649876, 696406, 814750, 234872, 1036760, 276033]	0	[15522, 1025272, 979062, 200635, 146265]
846693	[460, 520623, 300527, 900349, 327246, 817727, 820396, 1105151, 534768, 92053]	4	[17547, 35262, 1050715, 631626, 900394]
1092763	[900089, 111696, 282616, 141, 169, 335327, 15355, 587274, 816257, 746535]	4	[263668, 46261, 583185, 212191, 818946]
638338	[277628, 584623, 1106755, 868389, 74235, 188362, 1055789, 273258, 430390, 349820]	0	[1012931, 715, 562794, 859845, 315191]
1286841	[1106755, 430390, 1106916, 411290, 626709, 929615, 215327, 515291, 577113, 815857]	0	[868389, 1075809, 597749, 489490, 639736]
1334790	[516251, 626718, 144635, 863441, 1044028, 516357, 854965, 547886, 331453, 631466]	4	[924635, 1036032, 400538, 354225, 1070792]
936055	[550465, 734043, 102723, 967584, 772055, 809666, 1100942, 653716, 760390, 190167]	4	[215515, 596804, 513529, 844543, 324577]
559520	[1076994, 600653, 900409, 900421, 1102432, 844547, 867261, 1059767, 812123, 1103605]	0	[165147, 342752, 567542, 603442, 515235]
916300	[1012931, 313525, 286504, 600442, 596804, 772961, 815806, 900302, 764118, 768139]	2	[817379, 661314, 666835, 1030690, 345660]
1195218	[30448, 11230, 630239, 952876, 630261, 223992, 330241, 906232, 1101434, 906229]	4	[1074188, 180401, 1078053, 230268, 607662]
1140129	[1036760, 843429, 547649, 696406, 276033, 771770, 187358, 15520, 246613, 159979]	0	[246599, 1006232, 900797, 864348, 282222]
180976	[959911, 175442, 811923, 212093, 411090, 264067, 214948, 1061408, 755151, 362522]	2	[7187, 900452, 1053255, 900089, 583171]
1061308	[1061408, 1054653, 175442, 396326, 512684, 1053255, 812529, 900568, 811914, 683926]	4	[338846, 519702, 905629, 574686, 149330]
1173523	[286504, 1055835, 884686, 768139, 1012931, 900302, 1064822, 354224, 764118, 596804]	0	[1055901, 809501, 906229, 430280, 336125]
203635	[276033, 11623, 10312, 187358, 246613, 246599, 1094348, 197452, 212938, 919384]	1	[441774, 247621, 852938, 251966, 813782]
195990	[81148, 151828, 381453, 243608, 909982, 287179, 83830, 515255, 215280, 815290]	1	[564559, 479978, 811956, 900240, 465212]
1283132	[815857, 411290, 277628, 334488, 1055927, 74235, 957464, 584623, 1106755, 278641]	1	[587, 868389, 8315, 768205, 775048]
907276	[887338, 811760, 64014, 1078745, 657326, 887337, 881665, 193031, 1106523, 980367]	1	[173659, 1062685, 448641, 1053373, 758085]
385501	[811958, 241896, 811972, 148906, 780646, 928071, 1053282, 1046853, 582230, 644852]	1	[906238, 1053285, 253916, 330380, 581974]
132437	[584623, 957464, 74235, 1078749, 515291, 455348, 1106755, 430390, 188362, 277628]	0	[267951, 741491, 565993, 307568, 331453]
545880	[39053, 601850, 516125, 519706, 23518, 349882, 882072, 663642, 600649, 222798]	4	[456571, 1059714, 39412, 627008, 811381]
629993	[755177, 282204, 1107344, 699316, 216242, 492214, 263082, 214934, 710877, 1056696]	2	[920025, 825066, 176737, 758085, 1050985]
1386905	[775381, 212191, 584165, 910927, 584169, 300081, 264349, 1106440, 515212, 635382]	4	[755177, 327307, 690312, 99826, 919090]
467461	[784863, 177077, 1103912, 900299, 210814, 652233, 511687, 81159, 654217, 802901]	2	[1051924, 287234, 677285, 778356, 967584]
1394248	[180046, 529397, 283111, 26815, 565982, 27726, 741469, 1038468, 611816, 480586]	0	[331253, 886133, 1074108, 346699, 15129]
966110	[497021, 820983, 869925, 820952, 520850, 821010, 407928, 103198, 1059851, 884053]	1	[730819, 178350, 348009, 547152, 225225]
1015338	[362522, 615639, 782692, 1034067, 889499, 314425, 282316, 959911, 979379, 1032353]	4	[564127, 343355, 282204, 1054196, 995495]
683624	[1074108, 1074188, 10312, 209532, 130364, 741664, 98665, 616523, 180401, 1094348]	2	[490430, 668049, 246306, 584623, 492214]
733035	[253214, 281442, 253486, 315152, 615224, 29784, 11817, 788037, 545600, 33776]	4	[651189, 478333, 1046853, 846134, 509713]
252411	[158430, 220675, 1059360, 456571, 820409, 520659, 947677, 220315, 228546, 388753]	0	[92053, 514116, 639756, 584171, 95535]
1187922	[15522, 1078053, 17474, 159979, 563184, 130364, 811624, 864078, 1074108, 15520]	0	[234872, 331101, 10920, 1101709, 886911]
64522	[651618, 565516, 176412, 8374, 133432, 812708, 930511, 608532, 148257, 819545]	1	[861424, 843815, 300018, 103076, 179009]
1420951	[802, 597821, 300809, 338846, 578049, 237549, 608464, 212131, 811946, 807]	4	[568234, 770181, 529922, 266780, 44853]
1159016	[1078749, 349820, 515291, 188362, 1106755, 430390, 277628, 273258, 868389, 957464]	4	[564130, 608947, 600548, 11230, 1055789]
710939	[248664, 265667, 547190, 248109, 792654, 564162, 771783, 348009, 644193, 180918]	2	[75639, 351775, 744864, 300628, 1059787]
991306	[263082, 216242, 176737, 710877, 1010894, 699316, 338502, 456464, 282204, 755177]	1	[34984, 1107344, 285437, 695817, 456506]
247608	[255602, 811921, 683926, 811914, 176191, 812531, 608556, 308551, 512682, 710187]	2	[1089868, 864721, 13313, 887336, 265666]
1185072	[61815, 775048, 582368, 899195, 75639, 638922, 490181, 741491, 901401, 1022919]	1	[516119, 819004, 490211, 779213, 710187]
310625	[519223, 651618, 565516, 843815, 819545, 148257, 176412, 8374, 812708, 930511]	0	[133432, 626528, 753197, 212538, 597114]
1209871	[964825, 614026, 267978, 254939, 34984, 751657, 542850, 701195, 479140, 1069131]	2	[434309, 900787, 859712, 283948, 1059787]
1433281	[300441, 822171, 407, 812431, 106338, 708802, 505811, 269683, 878435, 26623]	0	[740113, 214609, 757463, 325979, 504661]
236847	[33004, 327992, 790726, 182108, 1115794, 242605, 218915, 484445, 506200, 342886]	1	[391770, 469814, 1102427, 279889, 634556]
213307	[246613, 15520, 846247, 246599, 15522, 1078053, 234872, 24960, 246487, 576761]	3	[699316, 1058326, 1020394, 11623, 282802]
1361266	[580159, 820816, 803154, 1059714, 862393, 215189, 515936, 506, 600626, 520735]	0	[900397, 995495, 165972, 300699, 338511]
368005	[1036760, 98665, 468908, 741664, 811624, 196188, 514116, 563184, 864078, 460224]	0	[522256, 878452, 505114, 254825, 513258]
862429	[649877, 1089868, 809746, 1098943, 780186, 276137, 1047069, 639736, 511957, 486876]	0	[573110, 225225, 600604, 216701, 639227]
733582	[1064822, 772961, 905761, 596804, 666835, 354225, 1055835, 1012931, 764118, 354224]	1	[638902, 600442, 1036444, 900797, 861961]
1425267	[13452, 335327, 900089, 1102097, 282616, 584171, 849875, 816257, 330553, 169]	0	[587274, 1081649, 251060, 220315, 811923]
1021271	[1102913, 553774, 220248, 921557, 611960, 523176, 954111, 774080, 8400, 878403]	3	[190124, 342752, 779749, 86292, 264227]
671582	[564, 911880, 600616, 900421, 230016, 900432, 591, 300628, 39092, 900452]	2	[771770, 815292, 635, 1105947, 1015085]
953426	[1106440, 584169, 775381, 919090, 212191, 910927, 584165, 543715, 264349, 300081]	2	[565961, 1103605, 515830, 1041638, 212089]
927511	[1056584, 863441, 516251, 144635, 547886, 1062287, 922943, 626718, 446185, 631466]	0	[331453, 650083, 172449, 191351, 308531]
1336433	[146944, 220675, 520678, 1100319, 560486, 473680, 458831, 1059686, 863657, 975380]	4	[900508, 627550, 243608, 198972, 220735]
