userid	history_list	pos_target	full_candidate
842797	[1062464, 38880, 577644, 44855, 1050715]	0	[297651, 547886, 896327, 550465, 741469, 1100319, 952052, 799769, 922876, 1051951]
943219	[843123, 543622, 180239, 1043592, 614541]	3	[491965, 277001, 342752, 1044037, 972209, 920526, 2516, 376678, 886822, 617119]
1216761	[512684, 811921, 1032353, 601021, 919389]	3	[216, 1024513, 625679, 979379, 192686, 490181, 1036615, 148906, 790368, 220816]
1083006	[230016, 911880, 560379, 591, 900421]	8	[283950, 284579, 681360, 745096, 339688, 880090, 900456, 193031, 300628, 1088282]
1078973	[263755, 746936, 1075646, 809747, 314069]	8	[282716, 515310, 864447, 812001, 565993, 1044037, 574973, 228638, 474324, 1044573]
601967	[150140, 611312, 567681, 214609, 562794]	2	[863666, 902041, 515420, 630261, 563185, 1052996, 820903, 35397, 794976, 600442]
1227413	[900360, 313476, 281010, 690312, 1101692]	5	[254939, 629253, 482488, 519704, 815806, 866769, 659188, 634722, 468937, 230268]
643937	[254825, 463233, 264263, 154401, 881717]	3	[189150, 1089868, 237549, 247250, 584459, 949959, 266780, 638607, 633232, 757475]
1440396	[812531, 811914, 880231, 601021, 212415]	3	[1059863, 332623, 217597, 13313, 961987, 434309, 346699, 601109, 758535, 300648]
845398	[34975, 81144, 642706, 886133, 247250]	8	[516498, 900787, 74110, 263406, 1056489, 247090, 1102432, 1043894, 463233, 747148]
963516	[1069130, 1107293, 920065, 298760, 466156]	1	[919756, 200635, 919412, 57559, 92053, 755177, 164165, 262193, 1041638, 879278]
1190458	[331037, 491881, 602105, 266780, 812708]	9	[580874, 1090295, 246872, 300527, 331435, 819000, 158317, 180402, 498751, 597760]
338375	[185113, 185111, 408615, 779745, 519225]	6	[817354, 578721, 214609, 515936, 916630, 410253, 489745, 214583, 212181, 375790]
397371	[489490, 821010, 250099, 300667, 1059851]	6	[519708, 1101307, 789311, 876748, 900299, 33776, 287234, 616523, 2262, 760390]
1096213	[302652, 639120, 470040, 1041406, 408615]	1	[577644, 434528, 15522, 1078257, 853453, 627008, 26555, 812531, 852994, 564]
11181	[456464, 263082, 755177, 216242, 699316]	9	[968924, 629604, 455348, 405662, 798992, 279574, 817354, 75639, 701195, 1078126]
1400881	[142784, 809501, 510970, 283111, 580332]	4	[221989, 2224, 24457, 267951, 681360, 180239, 1055927, 164754, 149330, 1107293]
1101227	[811624, 741664, 246235, 234872, 246498]	6	[815292, 900341, 799036, 909816, 1102992, 202370, 846247, 13927, 300892, 1031994]
1043365	[600653, 564, 591, 1103605, 900452]	1	[862077, 1102432, 710320, 1066648, 573028, 23028, 608532, 372747, 975389, 655226]
207826	[315191, 597821, 503608, 578049, 918899]	8	[506, 790368, 516497, 144635, 381854, 561249, 72156, 246613, 807, 293945]
1363858	[2529, 809666, 550465, 190167, 165972]	9	[285686, 243608, 817727, 805408, 911855, 661314, 864266, 578465, 1034067, 653716]
1423455	[506865, 502743, 1030168, 775298, 284510]	1	[776438, 342941, 441774, 565516, 354231, 154401, 819545, 627306, 251060, 339702]
1350933	[308620, 662334, 194579, 249544, 550065]	5	[639273, 1054679, 198558, 24457, 741780, 1041394, 220675, 887337, 1051174, 453107]
824614	[520081, 185111, 408615, 476620, 842288]	0	[302652, 258191, 584241, 862782, 212415, 816483, 600341, 354231, 681368, 1016093]
820209	[740113, 433524, 463121, 505811, 812431]	2	[563282, 251002, 876735, 212168, 567681, 1074188, 801571, 634146, 910917, 900355]
1339912	[681926, 276919, 456572, 300631, 884995]	9	[1105710, 315352, 102687, 515329, 1089868, 339452, 142784, 216529, 198972, 900508]
36607	[601021, 919389, 212093, 1032353, 237778]	6	[503760, 216469, 502743, 649877, 809746, 819000, 338167, 212592, 864348, 930024]
1361119	[324577, 550465, 258191, 1015485, 328496]	1	[216242, 74235, 884995, 1011066, 447269, 957464, 758012, 13869, 13893, 873034]
296423	[30448, 952876, 630239, 630252, 1114590]	8	[716, 812001, 491881, 600452, 191351, 1061158, 200050, 912826, 330241, 24960]
778675	[900360, 157903, 866769, 1101692, 820816]	8	[13927, 1057401, 263406, 212574, 176516, 567966, 850337, 900495, 774063, 998017]
445956	[796972, 1052635, 813176, 916657, 600461]	6	[246794, 900449, 846883, 328496, 373154, 298760, 901871, 864447, 639227, 774063]
1142502	[261263, 300213, 293945, 952052, 673636]	6	[190124, 1065581, 11623, 300081, 263942, 812123, 1029591, 534768, 1053272, 1101434]
1034588	[176737, 546718, 338502, 195657, 1078126]	8	[639172, 1056489, 846227, 863367, 564559, 519223, 510970, 578465, 1031994, 1056762]
1211489	[885622, 601109, 173628, 266780, 164754]	7	[212181, 867261, 158317, 626718, 877885, 639172, 816295, 764432, 811921, 263082]
364739	[212149, 1050715, 35090, 997576, 297651]	1	[699317, 439241, 506217, 264227, 375863, 781089, 900447, 921557, 61981, 391368]
1402161	[863657, 1100319, 381854, 460, 600528]	3	[519706, 1092029, 865358, 220315, 811956, 547190, 176412, 557931, 817727, 1050685]
1346927	[473680, 900349, 456571, 900355, 844543]	0	[820396, 492316, 1052635, 880090, 148906, 179009, 846227, 790368, 450, 644193]
270301	[782692, 995495, 615639, 1032353, 979379]	4	[251002, 297546, 746535, 1102427, 314425, 333874, 600625, 516525, 553296, 825066]
397209	[775298, 886133, 198558, 264263, 642706]	6	[1056584, 39412, 187552, 919756, 272965, 8307, 881717, 600911, 269683, 1056757]
138002	[803154, 157903, 900360, 1059714, 862393]	0	[215189, 802056, 461895, 519225, 2262, 165972, 616523, 311193, 99413, 269560]
739885	[1014189, 1054196, 916630, 916686, 900513]	7	[478333, 203040, 600366, 212129, 178952, 1091088, 79368, 900508, 541829, 468937]
1033482	[456571, 844543, 220302, 220735, 1100319]	3	[1098488, 760649, 481205, 900394, 25820, 600341, 1052635, 476026, 522072, 262637]
292174	[300527, 947677, 327246, 272504, 616962]	7	[553777, 187358, 39412, 407928, 198970, 628493, 130263, 584241, 638902, 1102427]
1196641	[220302, 228546, 388753, 473680, 1059686]	1	[639120, 820396, 564559, 1031994, 151828, 918899, 563282, 600691, 37237, 788488]
1053059	[168302, 883290, 564099, 314069, 758535]	9	[164165, 6470, 1102427, 666835, 803588, 899195, 185107, 164754, 794280, 251060]
973957	[811927, 889499, 512686, 212415, 811915]	1	[490412, 212093, 740113, 190678, 68387, 862189, 212181, 373102, 862189, 103076]
914918	[812338, 491965, 300018, 283948, 640492]	0	[25820, 515329, 99413, 564130, 158832, 699271, 516555, 851424, 198970, 639512]
1364738	[39412, 864447, 863547, 554639, 1081649]	7	[562451, 741469, 780209, 681360, 872587, 510970, 775679, 879350, 515235, 200050]
587559	[264263, 333399, 642706, 1030168, 775298]	3	[246499, 458146, 821010, 463233, 709977, 1102427, 748673, 484445, 675598, 245535]
743597	[600058, 998017, 812338, 627377, 251966]	7	[631466, 275173, 16225, 335118, 615224, 176412, 180402, 25820, 580428, 331296]
840990	[560379, 165147, 812123, 635, 300628]	0	[900452, 627550, 297651, 67992, 173049, 639690, 819544, 686804, 449358, 1057696]
732616	[600644, 74110, 300648, 1051714, 820903]	6	[884995, 1078749, 803853, 1039288, 190124, 753631, 900447, 484445, 637226, 896151]
437524	[218915, 837446, 1032351, 852994, 8315]	1	[541652, 215245, 862782, 407928, 573110, 284405, 919900, 581500, 13869, 224729]
5547	[980367, 657326, 300614, 151832, 465067]	8	[92297, 910545, 246555, 1115793, 282962, 769335, 561197, 562821, 881665, 364925]
1353237	[811972, 335414, 812542, 327307, 148906]	0	[582230, 283201, 246499, 263668, 297651, 655197, 811969, 1100239, 1064822, 39092]
388131	[330241, 906225, 630252, 30448, 608436]	2	[1023484, 664803, 630261, 875393, 407, 215490, 596186, 447919, 850289, 466280]
429490	[597760, 212244, 185112, 597749, 173628]	1	[1055789, 1062822, 909816, 627550, 921557, 598923, 95591, 513536, 173659, 862244]
920503	[492214, 876748, 755177, 216242, 282204]	2	[811969, 212089, 1056696, 162007, 455368, 1739, 900508, 216570, 788036, 67604]
532966	[945809, 1025272, 81013, 780304, 430280]	1	[1030168, 253916, 662086, 308620, 654217, 388753, 1057545, 819004, 35219, 645929]
57795	[522256, 246599, 1088803, 731241, 460224]	9	[212155, 144635, 827673, 578721, 2168, 631466, 574879, 214934, 639736, 1043894]
215363	[1105835, 214934, 41134, 216242, 1078126]	2	[505111, 753631, 1031994, 573866, 15355, 1106440, 11692, 441773, 490430, 1030429]
575325	[515291, 565890, 868389, 277628, 455348]	5	[253214, 732927, 575876, 61815, 94249, 430390, 808828, 14693, 886039, 603442]
196770	[299060, 561249, 335118, 1107395, 1115625]	1	[486876, 333874, 564858, 447269, 16227, 215189, 215588, 809666, 1062822, 203472]
779711	[711272, 929615, 1078749, 411290, 74235]	4	[598924, 287234, 192035, 185107, 577113, 774063, 540385, 1055350, 874626, 812123]
1441129	[1036760, 460224, 187358, 468908, 10312]	8	[872587, 815292, 190124, 1070792, 57871, 670320, 277804, 911855, 843429, 561197]
715012	[514116, 846109, 546398, 246235, 386410]	7	[864078, 191351, 920065, 932584, 142784, 513113, 463121, 246597, 34975, 189599]
1143753	[516885, 644193, 541829, 792654, 1078191]	8	[782692, 707528, 246487, 1012934, 1044573, 35262, 821010, 698373, 846411, 887338]
857948	[13797, 790726, 218915, 23028, 190124]	5	[311420, 995495, 300699, 558318, 338456, 576950, 741664, 15522, 300549, 751656]
1280841	[253214, 1051951, 187552, 243160, 627227]	8	[916686, 460224, 794954, 13473, 222798, 578527, 364925, 1055835, 545600, 741491]
1027873	[215341, 37338, 815255, 217709, 815257]	9	[327307, 433524, 910917, 909816, 1091088, 763159, 39740, 920025, 887338, 951756]
78252	[65413, 187358, 196188, 843429, 460224]	0	[1088803, 525345, 94249, 541829, 269929, 398834, 880231, 634845, 313704, 1101692]
1283059	[1053578, 820396, 282716, 1059686, 327246]	6	[864520, 635, 212938, 686208, 224729, 1010894, 600548, 597114, 922943, 634845]
810010	[650083, 1114590, 630239, 952876, 330241]	4	[157191, 1022919, 218261, 760154, 630252, 864520, 253986, 330553, 13473, 627377]
1157374	[812431, 878433, 407, 708802, 600452]	0	[524496, 323567, 910542, 260151, 515310, 253214, 633232, 176737, 29711, 822171]
1459408	[900409, 812123, 39092, 844547, 300628]	1	[300445, 820229, 300614, 845064, 194899, 900508, 146265, 979478, 246306, 209734]
1213725	[751642, 2529, 176353, 258191, 967584]	5	[880231, 881665, 296225, 337119, 825066, 74235, 215413, 520751, 634991, 299713]
1081292	[308551, 601021, 811921, 584241, 300745]	4	[568048, 1042802, 670549, 216529, 237778, 1044821, 165147, 949252, 741492, 200050]
437691	[175442, 1061408, 195570, 880231, 233756]	0	[1053248, 925494, 307568, 788036, 334737, 35397, 67604, 452298, 613, 627377]
639937	[393245, 1041394, 455336, 249544, 541652]	1	[635, 203026, 261, 811946, 798992, 334488, 220789, 481, 314425, 15]
66563	[900568, 328408, 812531, 396326, 601021]	5	[449821, 13797, 750704, 695817, 1093367, 272504, 780646, 582682, 686208, 582464]
136198	[565982, 611816, 510970, 529397, 681360]	4	[920093, 573028, 447269, 225029, 1038468, 600653, 1106755, 450, 764118, 153853]
422035	[203026, 485531, 614010, 1086922, 794976]	7	[939582, 578721, 930511, 920526, 281243, 1104502, 811998, 393245, 739798, 909950]
884670	[349882, 601850, 519706, 176411, 600649]	4	[1062860, 563185, 264067, 919756, 864035, 230016, 175442, 615224, 173049, 522858]
73964	[919389, 282316, 237778, 512682, 811915]	9	[820952, 631466, 151457, 563282, 95535, 837446, 910303, 1051680, 1075646, 601021]
696798	[42838, 1093367, 1044834, 808643, 192686]	0	[819708, 900508, 780209, 300767, 228638, 515936, 1037692, 331176, 703625, 1055835]
17134	[597749, 185107, 516883, 482495, 212244]	1	[17474, 266780, 331173, 447919, 854965, 919756, 253916, 550065, 741664, 690312]
184469	[180918, 458151, 846882, 1016093, 616560]	7	[649877, 194579, 810170, 349820, 102723, 449358, 85291, 247090, 563095, 1030222]
885064	[110944, 778364, 387060, 511157, 339702]	2	[202370, 214583, 920065, 600366, 780646, 441773, 919412, 470040, 567542, 644193]
1045392	[14864, 451071, 246597, 1074108, 98665]	8	[1022919, 520081, 1100153, 545600, 812858, 307780, 843964, 846882, 675598, 616560]
952660	[439411, 300882, 670320, 216262, 758085]	3	[519223, 452458, 308539, 748673, 917827, 602105, 248664, 810170, 1115793, 453107]
1172463	[246235, 246597, 771770, 576761, 246613]	0	[616523, 1054653, 1052077, 220712, 906238, 220302, 1102992, 1070867, 655226, 23028]
469689	[246794, 699316, 216242, 1056696, 282204]	4	[906229, 898322, 476539, 476960, 1105835, 896151, 202370, 919384, 600341, 212233]
736502	[900355, 300527, 820396, 473680, 456571]	4	[1023484, 158832, 1102814, 1055350, 820409, 560379, 600212, 516893, 820952, 774080]
766127	[476620, 622827, 22879, 489745, 1062860]	0	[296225, 867631, 491762, 748136, 627227, 512322, 510968, 1106523, 947648, 246306]
708158	[315152, 187552, 1051951, 307780, 253214]	0	[253486, 37237, 578465, 792654, 631467, 1076994, 1078126, 846227, 817379, 214934]
936020	[190167, 324577, 967584, 732927, 258192]	5	[799769, 547360, 886822, 699271, 254426, 74235, 918899, 520623, 300901, 262187]
754315	[644193, 547190, 564162, 458151, 180918]	4	[225029, 100839, 252853, 215046, 846882, 345660, 331101, 563282, 1107293, 577644]
140878	[565982, 480586, 283111, 331296, 142784]	1	[635382, 67992, 709999, 497268, 339702, 692525, 279252, 634845, 1106523, 900349]
685022	[1077937, 775298, 506865, 264263, 34975]	4	[83830, 686804, 846882, 39412, 881717, 670320, 458146, 1032361, 240858, 313525]
162271	[522256, 15520, 65413, 460224, 246235]	6	[1101434, 541829, 209532, 686228, 505811, 543622, 276033, 103198, 39412, 910303]
185247	[219291, 541652, 455336, 91846, 614010]	3	[811969, 520678, 1009930, 1021656, 638641, 700867, 506, 175442, 512239, 497021]
1353649	[864035, 516125, 601850, 882072, 490430]	6	[1009900, 900299, 162603, 248109, 296225, 910542, 349882, 248109, 1088803, 979052]
1315279	[524496, 244976, 26623, 878433, 300441]	1	[230016, 130816, 431535, 900299, 1052996, 853453, 979052, 246498, 615224, 516859]
561671	[260151, 407928, 103198, 521340, 1059851]	4	[878610, 301010, 811946, 375790, 72156, 972209, 459806, 515291, 192035, 1059787]
497484	[33004, 225489, 242605, 469814, 182108]	7	[1070867, 879278, 873473, 512530, 790368, 600058, 138900, 602032, 780922, 586989]
44433	[878433, 505811, 26623, 130816, 524496]	0	[463121, 282204, 961039, 673636, 220712, 597857, 926388, 1098338, 600548, 605575]
175988	[616560, 547190, 846883, 269560, 846871]	6	[442077, 794690, 819545, 560486, 278641, 635382, 265667, 862077, 837762, 478333]
924160	[281010, 443335, 520735, 506, 300590]	8	[600341, 1065407, 583939, 638641, 873478, 522858, 819540, 639172, 313476, 600726]
16621	[197452, 811624, 15522, 159979, 187358]	5	[490181, 516497, 811956, 297726, 1101434, 234872, 431421, 886133, 262637, 150140]
1294844	[809521, 875393, 815257, 919756, 37338]	2	[707528, 338502, 337118, 707528, 780186, 196603, 23302, 456348, 276137, 861424]
317833	[820409, 220675, 460, 388753, 263668]	3	[896327, 578465, 95122, 520659, 458831, 293945, 553774, 300631, 850289, 741493]
55939	[550065, 203026, 614010, 455336, 410254]	5	[600094, 820903, 1094348, 1051174, 683926, 393245, 169, 868389, 330282, 750704]
137344	[626718, 331435, 631466, 1056584, 516251]	4	[780646, 900456, 178350, 1102427, 863441, 906232, 959551, 176191, 596846, 600366]
598342	[516581, 106338, 812431, 876735, 478333]	1	[624389, 283741, 34975, 877696, 820952, 212538, 1059767, 17474, 616962, 1044834]
1065689	[1032353, 13313, 760154, 272504, 233756]	8	[301010, 883740, 852823, 31455, 410253, 743991, 775381, 246487, 584241, 811958]
72629	[1025307, 203040, 900797, 1076104, 302922]	4	[99826, 515212, 327992, 27726, 809358, 850337, 775566, 884053, 269560, 328712]
821350	[251966, 283948, 862101, 627377, 855139]	4	[886133, 516525, 663169, 1055835, 300018, 902041, 695817, 246599, 563582, 64620]
1289519	[846109, 576761, 546398, 846134, 803853]	2	[1053282, 1026004, 675598, 12561, 584057, 673636, 587, 864146, 700867, 171597]
1410950	[263714, 563282, 164252, 209734, 879702]	1	[872587, 564154, 176353, 14693, 1069131, 967584, 519706, 17547, 860496, 584171]
172298	[600728, 820946, 67604, 300648, 1101305]	2	[1056999, 639688, 1051714, 645929, 864089, 144683, 634146, 317653, 850288, 153853]
16801	[846883, 792654, 816814, 547190, 564162]	1	[91846, 180918, 591, 815292, 300213, 190124, 1056620, 13313, 863946, 12537]
636091	[479978, 243608, 381453, 81148, 345660]	0	[287179, 157191, 29784, 1055927, 103198, 954111, 23518, 282222, 755151, 31455]
1067292	[481, 300527, 239630, 282716, 263668]	2	[248109, 26102, 458831, 1104502, 214583, 297546, 349820, 803853, 158317, 900456]
654619	[209734, 216215, 164252, 879702, 216701]	0	[491760, 1036444, 185107, 819585, 86292, 686210, 802921, 677387, 591, 193031]
1198411	[1107344, 176737, 1010894, 246794, 214934]	7	[337119, 1050715, 331982, 254939, 584165, 188362, 297651, 876953, 900453, 11623]
567067	[308620, 1076104, 344790, 972209, 249544]	7	[102687, 1038512, 220743, 300614, 584262, 331435, 30641, 809358, 57559, 148525]
932974	[1044028, 516251, 626718, 547886, 446185]	8	[909816, 246306, 158832, 755151, 790368, 970550, 820983, 252853, 626380, 254825]
911206	[187552, 788036, 615224, 29784, 627227]	4	[1106440, 325979, 519702, 1059714, 1051175, 908618, 850288, 331179, 1026004, 626709]
903445	[741664, 1090965, 1043894, 130364, 1036760]	0	[1044821, 921557, 815292, 313476, 267951, 1037017, 263082, 345660, 486876, 812590]
813172	[210814, 464292, 1103912, 16225, 654217]	5	[885622, 1062546, 768205, 1102992, 480381, 1060513, 680865, 1060745, 516960, 34806]
280745	[616560, 846883, 516885, 265667, 247090]	7	[636190, 302470, 812590, 778356, 529397, 843815, 631494, 846882, 812550, 952052]
1193346	[212574, 863666, 276137, 851436, 780186]	6	[26555, 375589, 331179, 207566, 11817, 474324, 846187, 386184, 859845, 215588]
1325305	[317343, 1061158, 451377, 498800, 34975]	6	[1056584, 338846, 200635, 234872, 745096, 861961, 886133, 468208, 354225, 975743]
412328	[434309, 1050985, 1113991, 837446, 568000]	6	[30641, 758012, 458693, 784863, 861961, 547886, 95535, 465212, 625679, 1059787]
292011	[1050985, 805616, 697788, 788041, 1032351]	9	[574754, 979052, 780186, 794690, 1059424, 563184, 753629, 747486, 1077937, 8315]
247871	[1044834, 834072, 808643, 819708, 192686]	7	[751657, 196188, 315152, 741491, 900470, 410253, 197452, 334737, 601217, 277940]
780019	[473680, 198972, 600548, 820409, 327246]	7	[625636, 445212, 214583, 922894, 811969, 216701, 492214, 450, 481, 337119]
781898	[864447, 837446, 883740, 1113991, 1053272]	6	[851436, 1009925, 634556, 670549, 681360, 34577, 300778, 613, 781089, 1090295]
966446	[565890, 515291, 180402, 1012934, 815857]	3	[328408, 212155, 855139, 957464, 880231, 561197, 133432, 468908, 875393, 700867]
1401252	[1086922, 541652, 519694, 302922, 455336]	5	[151832, 846411, 511687, 456571, 328496, 441774, 192035, 627377, 630993, 563095]
58158	[900470, 959949, 900463, 820946, 1059798]	5	[932584, 879949, 1105151, 490181, 1044834, 600728, 574973, 774648, 960293, 910917]
591856	[959949, 1098216, 221093, 300648, 220789]	4	[864078, 520081, 708802, 158317, 67604, 173049, 564127, 246487, 308531, 900349]
668993	[102723, 732927, 653716, 2529, 664803]	9	[85291, 1059787, 1051951, 596846, 803853, 479978, 564, 300882, 178952, 809666]
799516	[468908, 460224, 196188, 514116, 1090965]	7	[187674, 244976, 852938, 410253, 316433, 780646, 1074108, 864078, 574973, 200635]
1078456	[459806, 864078, 504661, 1094348, 10312]	6	[788041, 394727, 792676, 876953, 208466, 339688, 246597, 635, 142784, 267951]
1309261	[784863, 652233, 218261, 802901, 1053373]	6	[1115625, 859845, 1090295, 144683, 300901, 552524, 511687, 916630, 442077, 492359]
1074120	[900341, 844543, 560486, 520659, 220302]	0	[381854, 339452, 386206, 525345, 564130, 338206, 564559, 863666, 220815, 212181]
912687	[811915, 880231, 551465, 919389, 396326]	2	[875393, 171597, 1053248, 1054679, 1038468, 95535, 300648, 820903, 458710, 510968]
873176	[696406, 814750, 234872, 1036760, 276033]	8	[28050, 200635, 657326, 979062, 1106440, 431421, 146265, 316433, 15522, 1025272]
846693	[817727, 820396, 1105151, 534768, 92053]	5	[1061408, 1050715, 264067, 600653, 35262, 900394, 17547, 631626, 1103350, 492608]
1092763	[335327, 15355, 587274, 816257, 746535]	4	[512709, 707528, 212191, 680865, 818946, 583185, 480092, 46261, 263668, 842306]
638338	[188362, 1055789, 273258, 430390, 349820]	2	[715, 1044573, 1012931, 216215, 1100942, 375863, 315191, 562794, 681368, 859845]
1286841	[929615, 215327, 515291, 577113, 815857]	8	[489490, 639736, 1075809, 616523, 472197, 264068, 638223, 597749, 868389, 22879]
1334790	[516357, 854965, 547886, 331453, 631466]	0	[1070792, 300850, 244976, 400538, 934248, 354225, 1022919, 41134, 1036032, 924635]
936055	[809666, 1100942, 653716, 760390, 190167]	5	[884686, 300614, 864035, 844543, 600604, 324577, 215515, 25820, 596804, 513529]
559520	[844547, 867261, 1059767, 812123, 1103605]	7	[614010, 906232, 603442, 912826, 15520, 567542, 515235, 165147, 342752, 930024]
916300	[772961, 815806, 900302, 764118, 768139]	8	[661314, 473680, 345660, 11817, 909816, 811958, 1030690, 817379, 666835, 1100073]
1195218	[223992, 330241, 906232, 1101434, 906229]	4	[67604, 276033, 300648, 198558, 607662, 180401, 230268, 1074188, 564162, 1078053]
1140129	[771770, 187358, 15520, 246613, 159979]	1	[865587, 246599, 1006232, 581500, 864348, 282222, 583917, 900797, 24666, 846691]
180976	[264067, 214948, 1061408, 755151, 362522]	1	[583171, 1053255, 396326, 607662, 458151, 900089, 7187, 251966, 816257, 900452]
1061308	[1053255, 812529, 900568, 811914, 683926]	9	[81654, 519702, 29784, 338846, 905629, 39053, 881717, 574686, 1101692, 149330]
1173523	[900302, 1064822, 354224, 764118, 596804]	7	[336125, 25827, 809501, 430280, 906229, 584459, 299713, 1055901, 495160, 980804]
203635	[246599, 1094348, 197452, 212938, 919384]	6	[246794, 314248, 251966, 980804, 812121, 813782, 247621, 441774, 852938, 909982]
195990	[287179, 83830, 515255, 215280, 815290]	1	[638641, 479978, 900240, 465212, 811956, 545600, 564559, 695817, 1039288, 598924]
1283132	[74235, 957464, 584623, 1106755, 278641]	6	[180239, 587, 312176, 192686, 8315, 775048, 868389, 509492, 768205, 224956]
907276	[887337, 881665, 193031, 1106523, 980367]	9	[173659, 900449, 448641, 1053373, 37337, 1055927, 906232, 279574, 758085, 1062685]
385501	[928071, 1053282, 1046853, 582230, 644852]	7	[634146, 906238, 458831, 253916, 581974, 864078, 1093795, 1053285, 16227, 330380]
132437	[455348, 1106755, 430390, 188362, 277628]	2	[1008634, 809358, 267951, 307568, 157903, 331453, 378669, 741491, 701147, 565993]
545880	[349882, 882072, 663642, 600649, 222798]	2	[758535, 456571, 811381, 768508, 896327, 39412, 868946, 876748, 1059714, 627008]
629993	[492214, 263082, 214934, 710877, 1056696]	0	[176737, 1064822, 1061262, 920025, 751659, 1050985, 825066, 758085, 743991, 8374]
1386905	[300081, 264349, 1106440, 515212, 635382]	1	[582110, 919090, 1058329, 16225, 812542, 755177, 327307, 633510, 99826, 690312]
467461	[652233, 511687, 81159, 654217, 802901]	8	[135148, 778356, 862101, 12561, 967584, 1051924, 515310, 219923, 677285, 287234]
1394248	[27726, 741469, 1038468, 611816, 480586]	7	[1074108, 1105947, 803154, 886133, 1012934, 209212, 394969, 331253, 15129, 346699]
966110	[821010, 407928, 103198, 1059851, 884053]	3	[730819, 298760, 168684, 178350, 8374, 194579, 348009, 547152, 281010, 225225]
1015338	[314425, 282316, 959911, 979379, 1032353]	5	[863367, 780186, 876953, 564127, 626709, 995495, 282204, 343355, 276137, 1054196]
683624	[741664, 98665, 616523, 180401, 1094348]	5	[297726, 584623, 1115793, 1051175, 492214, 246306, 1053578, 668049, 686228, 490430]
733035	[29784, 11817, 788037, 545600, 33776]	5	[381426, 338502, 478333, 1046853, 918899, 509713, 651189, 846134, 173028, 180947]
252411	[520659, 947677, 220315, 228546, 388753]	1	[630311, 92053, 639756, 328496, 627306, 95535, 514116, 584171, 779213, 922943]
1187922	[130364, 811624, 864078, 1074108, 15520]	4	[886911, 1114430, 482495, 802, 234872, 281442, 331101, 626528, 1101709, 10920]
64522	[812708, 930511, 608532, 148257, 819545]	9	[13313, 1032361, 179009, 861424, 1062822, 103076, 215413, 951756, 300018, 843815]
1420951	[237549, 608464, 212131, 811946, 807]	9	[819540, 614541, 37338, 529922, 266780, 770181, 516960, 819585, 568234, 44853]
1159016	[430390, 277628, 273258, 868389, 957464]	6	[700868, 859845, 331176, 608947, 600548, 564130, 1055789, 11230, 269560, 919522]
710939	[564162, 771783, 348009, 644193, 180918]	8	[631466, 75639, 617119, 274846, 558322, 351775, 300628, 1059787, 744864, 661314]
991306	[699316, 338502, 456464, 282204, 755177]	7	[328403, 285437, 34984, 212129, 106338, 381969, 456506, 1107344, 695817, 763159]
247608	[812531, 608556, 308551, 512682, 710187]	2	[638902, 887336, 13313, 1089868, 864721, 668049, 251060, 331253, 265666, 1057545]
1185072	[638922, 490181, 741491, 901401, 1022919]	5	[490211, 779213, 919756, 516119, 212233, 819004, 710187, 185107, 1029591, 515310]
310625	[148257, 176412, 8374, 812708, 930511]	2	[212538, 78613, 133432, 1076994, 1076104, 753197, 246306, 626528, 597114, 1032351]
1209871	[751657, 542850, 701195, 479140, 1069131]	2	[1030222, 670320, 859712, 900787, 1059787, 327006, 775566, 434309, 916657, 283948]
1433281	[708802, 505811, 269683, 878435, 26623]	7	[794280, 1053248, 325979, 877696, 463233, 504661, 755151, 740113, 757463, 214609]
236847	[242605, 218915, 484445, 506200, 342886]	6	[39412, 1102427, 203026, 634556, 1106916, 516588, 469814, 391770, 906232, 279889]
213307	[1078053, 234872, 24960, 246487, 576761]	3	[812531, 1058326, 909816, 11623, 216285, 512682, 639227, 282802, 699316, 1020394]
1361266	[215189, 515936, 506, 600626, 520735]	6	[634845, 300699, 342941, 165972, 338511, 250919, 900397, 323567, 779213, 995495]
368005	[196188, 514116, 563184, 864078, 460224]	2	[734801, 1077937, 522256, 505114, 890874, 878452, 254825, 730819, 513258, 272504]
862429	[276137, 1047069, 639736, 511957, 486876]	5	[476620, 1101366, 600604, 639227, 249544, 573110, 216701, 225225, 878403, 631466]
733582	[354225, 1055835, 1012931, 764118, 354224]	9	[900797, 1036444, 234841, 476026, 861961, 638902, 797016, 625232, 449358, 600442]
1425267	[584171, 849875, 816257, 330553, 169]	8	[251060, 809501, 811923, 131559, 1103355, 1081649, 220315, 591, 587274, 345660]
1021271	[523176, 954111, 774080, 8400, 878403]	6	[33004, 1093795, 510968, 264227, 331296, 779749, 86292, 190124, 615639, 342752]
671582	[900432, 591, 300628, 39092, 900452]	2	[584057, 95535, 635, 815292, 771770, 535633, 234872, 1105947, 1015085, 37338]
953426	[910927, 584165, 543715, 264349, 300081]	1	[864035, 515830, 470040, 1103605, 583939, 553779, 212089, 565961, 1041638, 794833]
927511	[1062287, 922943, 626718, 446185, 631466]	3	[172449, 650083, 191351, 331453, 560379, 585469, 753629, 448577, 308531, 176353]
1336433	[473680, 458831, 1059686, 863657, 975380]	5	[515235, 164753, 627550, 949959, 900508, 220735, 198972, 302652, 180402, 243608]
764829	[849603, 335414, 812550, 928071, 816295]	0	[212129, 852823, 932584, 919756, 520559, 910509, 386410, 162007, 755151, 439241]
