userid	history_list	pos_target	full_candidate
912687	[338167, 782692, 176191, 1034067, 812529, 811915, 880231, 551465, 919389, 396326]	5	[171597, 1038468, 820903, 95535, 875393, 1053248, 300648, 458710, 510968, 1054679]
873176	[14864, 547649, 17474, 634845, 649876, 696406, 814750, 234872, 1036760, 276033]	8	[316433, 1025272, 1106440, 431421, 28050, 146265, 200635, 657326, 15522, 979062]
846693	[460, 520623, 300527, 900349, 327246, 817727, 820396, 1105151, 534768, 92053]	4	[492608, 631626, 35262, 600653, 900394, 1103350, 1061408, 17547, 1050715, 264067]
1092763	[900089, 111696, 282616, 141, 169, 335327, 15355, 587274, 816257, 746535]	4	[583185, 707528, 512709, 680865, 818946, 263668, 480092, 842306, 46261, 212191]
638338	[277628, 584623, 1106755, 868389, 74235, 188362, 1055789, 273258, 430390, 349820]	5	[562794, 715, 375863, 1100942, 681368, 1012931, 315191, 1044573, 859845, 216215]
1286841	[1106755, 430390, 1106916, 411290, 626709, 929615, 215327, 515291, 577113, 815857]	2	[639736, 22879, 868389, 616523, 489490, 638223, 264068, 597749, 472197, 1075809]
1334790	[516251, 626718, 144635, 863441, 1044028, 516357, 854965, 547886, 331453, 631466]	7	[41134, 244976, 934248, 300850, 400538, 1022919, 1036032, 1070792, 924635, 354225]
936055	[550465, 734043, 102723, 967584, 772055, 809666, 1100942, 653716, 760390, 190167]	3	[25820, 300614, 864035, 324577, 513529, 884686, 215515, 844543, 600604, 596804]
559520	[1076994, 600653, 900409, 900421, 1102432, 844547, 867261, 1059767, 812123, 1103605]	6	[515235, 567542, 15520, 906232, 342752, 912826, 165147, 603442, 930024, 614010]
916300	[1012931, 313525, 286504, 600442, 596804, 772961, 815806, 900302, 764118, 768139]	2	[811958, 345660, 666835, 661314, 1030690, 909816, 1100073, 817379, 11817, 473680]
1195218	[30448, 11230, 630239, 952876, 630261, 223992, 330241, 906232, 1101434, 906229]	7	[180401, 276033, 1078053, 1074188, 230268, 198558, 300648, 607662, 67604, 564162]
1140129	[1036760, 843429, 547649, 696406, 276033, 771770, 187358, 15520, 246613, 159979]	0	[246599, 282222, 900797, 864348, 1006232, 865587, 583917, 846691, 24666, 581500]
180976	[959911, 175442, 811923, 212093, 411090, 264067, 214948, 1061408, 755151, 362522]	8	[900452, 396326, 583171, 458151, 900089, 607662, 251966, 816257, 1053255, 7187]
1061308	[1061408, 1054653, 175442, 396326, 512684, 1053255, 812529, 900568, 811914, 683926]	8	[574686, 881717, 1101692, 39053, 519702, 81654, 338846, 29784, 149330, 905629]
1173523	[286504, 1055835, 884686, 768139, 1012931, 900302, 1064822, 354224, 764118, 596804]	9	[299713, 906229, 430280, 336125, 809501, 25827, 980804, 495160, 584459, 1055901]
203635	[276033, 11623, 10312, 187358, 246613, 246599, 1094348, 197452, 212938, 919384]	1	[980804, 247621, 314248, 251966, 812121, 852938, 909982, 441774, 813782, 246794]
195990	[81148, 151828, 381453, 243608, 909982, 287179, 83830, 515255, 215280, 815290]	5	[900240, 545600, 465212, 1039288, 811956, 479978, 695817, 598924, 638641, 564559]
1283132	[815857, 411290, 277628, 334488, 1055927, 74235, 957464, 584623, 1106755, 278641]	1	[180239, 868389, 312176, 587, 768205, 224956, 775048, 509492, 8315, 192686]
907276	[887338, 811760, 64014, 1078745, 657326, 887337, 881665, 193031, 1106523, 980367]	1	[900449, 1062685, 448641, 1055927, 279574, 37337, 758085, 906232, 1053373, 173659]
385501	[811958, 241896, 811972, 148906, 780646, 928071, 1053282, 1046853, 582230, 644852]	6	[253916, 16227, 581974, 864078, 458831, 906238, 1053285, 1093795, 634146, 330380]
132437	[584623, 957464, 74235, 1078749, 515291, 455348, 1106755, 430390, 188362, 277628]	0	[267951, 701147, 307568, 565993, 741491, 378669, 157903, 331453, 809358, 1008634]
545880	[39053, 601850, 516125, 519706, 23518, 349882, 882072, 663642, 600649, 222798]	4	[896327, 1059714, 39412, 627008, 811381, 768508, 876748, 758535, 456571, 868946]
629993	[755177, 282204, 1107344, 699316, 216242, 492214, 263082, 214934, 710877, 1056696]	2	[825066, 920025, 176737, 743991, 1064822, 751659, 8374, 1050985, 758085, 1061262]
1386905	[775381, 212191, 584165, 910927, 584169, 300081, 264349, 1106440, 515212, 635382]	1	[1058329, 919090, 582110, 812542, 327307, 99826, 16225, 690312, 755177, 633510]
467461	[784863, 177077, 1103912, 900299, 210814, 652233, 511687, 81159, 654217, 802901]	0	[677285, 1051924, 862101, 967584, 219923, 778356, 515310, 135148, 287234, 12561]
1394248	[180046, 529397, 283111, 26815, 565982, 27726, 741469, 1038468, 611816, 480586]	3	[394969, 15129, 1074108, 331253, 803154, 346699, 209212, 886133, 1012934, 1105947]
966110	[497021, 820983, 869925, 820952, 520850, 821010, 407928, 103198, 1059851, 884053]	1	[168684, 178350, 194579, 730819, 298760, 547152, 348009, 281010, 8374, 225225]
1015338	[362522, 615639, 782692, 1034067, 889499, 314425, 282316, 959911, 979379, 1032353]	8	[282204, 626709, 1054196, 564127, 876953, 276137, 780186, 343355, 995495, 863367]
683624	[1074108, 1074188, 10312, 209532, 130364, 741664, 98665, 616523, 180401, 1094348]	3	[1053578, 490430, 668049, 246306, 492214, 584623, 1051175, 1115793, 686228, 297726]
733035	[253214, 281442, 253486, 315152, 615224, 29784, 11817, 788037, 545600, 33776]	3	[173028, 846134, 180947, 509713, 478333, 1046853, 381426, 918899, 338502, 651189]
252411	[158430, 220675, 1059360, 456571, 820409, 520659, 947677, 220315, 228546, 388753]	4	[328496, 630311, 639756, 584171, 92053, 779213, 627306, 514116, 95535, 922943]
1187922	[15522, 1078053, 17474, 159979, 563184, 130364, 811624, 864078, 1074108, 15520]	5	[1101709, 10920, 886911, 802, 1114430, 234872, 626528, 331101, 482495, 281442]
64522	[651618, 565516, 176412, 8374, 133432, 812708, 930511, 608532, 148257, 819545]	9	[951756, 13313, 300018, 103076, 215413, 179009, 1032361, 1062822, 861424, 843815]
1420951	[802, 597821, 300809, 338846, 578049, 237549, 608464, 212131, 811946, 807]	2	[568234, 516960, 44853, 614541, 37338, 529922, 266780, 770181, 819585, 819540]
1159016	[1078749, 349820, 515291, 188362, 1106755, 430390, 277628, 273258, 868389, 957464]	4	[564130, 600548, 700868, 11230, 1055789, 859845, 919522, 269560, 608947, 331176]
710939	[248664, 265667, 547190, 248109, 792654, 564162, 771783, 348009, 644193, 180918]	6	[631466, 351775, 1059787, 558322, 274846, 617119, 744864, 661314, 300628, 75639]
991306	[263082, 216242, 176737, 710877, 1010894, 699316, 338502, 456464, 282204, 755177]	3	[381969, 285437, 34984, 1107344, 106338, 695817, 212129, 328403, 456506, 763159]
247608	[255602, 811921, 683926, 811914, 176191, 812531, 608556, 308551, 512682, 710187]	4	[265666, 1057545, 1089868, 668049, 13313, 251060, 887336, 638902, 331253, 864721]
1185072	[61815, 775048, 582368, 899195, 75639, 638922, 490181, 741491, 901401, 1022919]	0	[819004, 212233, 515310, 1029591, 710187, 919756, 779213, 185107, 490211, 516119]
310625	[519223, 651618, 565516, 843815, 819545, 148257, 176412, 8374, 812708, 930511]	1	[246306, 133432, 1076994, 753197, 1032351, 1076104, 212538, 78613, 626528, 597114]
1209871	[964825, 614026, 267978, 254939, 34984, 751657, 542850, 701195, 479140, 1069131]	1	[1059787, 859712, 900787, 775566, 327006, 434309, 1030222, 916657, 670320, 283948]
1433281	[300441, 822171, 407, 812431, 106338, 708802, 505811, 269683, 878435, 26623]	0	[740113, 1053248, 877696, 325979, 463233, 504661, 755151, 757463, 214609, 794280]
236847	[33004, 327992, 790726, 182108, 1115794, 242605, 218915, 484445, 506200, 342886]	3	[279889, 906232, 516588, 469814, 634556, 1102427, 391770, 1106916, 39412, 203026]
213307	[246613, 15520, 846247, 246599, 15522, 1078053, 234872, 24960, 246487, 576761]	8	[282802, 512682, 1020394, 639227, 909816, 812531, 1058326, 699316, 11623, 216285]
1361266	[580159, 820816, 803154, 1059714, 862393, 215189, 515936, 506, 600626, 520735]	6	[338511, 634845, 342941, 995495, 250919, 323567, 900397, 165972, 779213, 300699]
368005	[1036760, 98665, 468908, 741664, 811624, 196188, 514116, 563184, 864078, 460224]	9	[730819, 505114, 513258, 890874, 1077937, 878452, 734801, 254825, 272504, 522256]
862429	[649877, 1089868, 809746, 1098943, 780186, 276137, 1047069, 639736, 511957, 486876]	1	[639227, 573110, 600604, 249544, 878403, 631466, 476620, 1101366, 216701, 225225]
733582	[1064822, 772961, 905761, 596804, 666835, 354225, 1055835, 1012931, 764118, 354224]	3	[449358, 234841, 476026, 600442, 625232, 797016, 900797, 1036444, 861961, 638902]
1425267	[13452, 335327, 900089, 1102097, 282616, 584171, 849875, 816257, 330553, 169]	2	[811923, 1103355, 587274, 131559, 251060, 809501, 1081649, 220315, 345660, 591]
1021271	[1102913, 553774, 220248, 921557, 611960, 523176, 954111, 774080, 8400, 878403]	3	[510968, 33004, 615639, 86292, 190124, 1093795, 342752, 264227, 331296, 779749]
671582	[564, 911880, 600616, 900421, 230016, 900432, 591, 300628, 39092, 900452]	2	[535633, 1105947, 635, 1015085, 815292, 771770, 37338, 234872, 584057, 95535]
953426	[1106440, 584169, 775381, 919090, 212191, 910927, 584165, 543715, 264349, 300081]	0	[515830, 553779, 794833, 212089, 583939, 565961, 864035, 470040, 1041638, 1103605]
927511	[1056584, 863441, 516251, 144635, 547886, 1062287, 922943, 626718, 446185, 631466]	5	[308531, 176353, 753629, 172449, 650083, 331453, 560379, 191351, 585469, 448577]
1336433	[146944, 220675, 520678, 1100319, 560486, 473680, 458831, 1059686, 863657, 975380]	5	[627550, 164753, 515235, 243608, 198972, 220735, 302652, 180402, 900508, 949959]
764829	[1001363, 811958, 634722, 148906, 33047, 849603, 335414, 812550, 928071, 816295]	0	[212129, 932584, 162007, 520559, 852823, 910509, 439241, 755151, 919756, 386410]
985229	[811927, 584241, 496169, 811921, 608556, 480381, 300767, 782692, 1032353, 959911]	2	[214583, 455368, 995495, 1102447, 578527, 462786, 562451, 1102427, 98665, 373102]
1316895	[812531, 1032353, 601021, 512686, 812528, 584241, 13313, 932584, 282316, 811915]	6	[1078745, 264344, 614280, 825066, 1101307, 449821, 272504, 879702, 30502, 516498]
631222	[300581, 1059767, 1076994, 812123, 220785, 600616, 1103605, 820229, 635, 844547]	2	[932584, 700867, 300628, 598924, 29711, 465212, 313999, 625232, 300445, 277804]
647056	[331259, 331296, 27726, 529397, 31496, 611816, 331253, 26815, 681360, 510968]	7	[191351, 919389, 811927, 859845, 763060, 498751, 961987, 31455, 158317, 455336]
325908	[807810, 464292, 1103912, 878452, 1053373, 1062109, 1060513, 210814, 173049, 286408]	6	[654217, 148906, 675598, 852703, 553327, 215280, 12537, 862393, 961987, 339725]
1030016	[653716, 2529, 190167, 1100942, 709977, 967584, 1015485, 664803, 176353, 779211]	5	[442077, 577113, 558322, 812531, 15, 165972, 243608, 37237, 300445, 863666]
681987	[780646, 812550, 490211, 812542, 1053285, 212129, 241896, 644852, 1001363, 1053282]	0	[582230, 815857, 543715, 1098488, 741780, 1037622, 512322, 173049, 562733, 153853]
1310207	[445212, 212233, 265667, 616560, 516960, 846883, 269560, 248664, 516885, 1064708]	4	[455368, 770181, 253916, 680865, 771783, 300581, 212574, 510968, 1056620, 639273]
1318762	[490181, 211775, 1102992, 775048, 741492, 75639, 61815, 375863, 638922, 899195]	8	[217760, 1064708, 634991, 863547, 1098216, 805616, 190458, 649876, 818999, 10312]
483753	[580874, 626718, 331453, 1062287, 446185, 516251, 626380, 1070792, 331435, 863441]	5	[561355, 900463, 843815, 210438, 546398, 1056584, 579377, 217709, 405662, 331504]
514403	[216262, 812559, 748673, 614234, 364925, 758085, 212155, 212168, 900631, 92297]	5	[1090295, 516555, 354231, 331296, 468937, 1105947, 138900, 1051174, 431421, 409945]
186496	[584241, 1032353, 979379, 255602, 496169, 919389, 512686, 300767, 272504, 314425]	8	[575595, 626709, 627654, 615832, 245535, 258192, 220735, 1059686, 601021, 441811]
897066	[627008, 281442, 509713, 11817, 29784, 615224, 627227, 243160, 307780, 187552]	6	[1101305, 456506, 600548, 284510, 583917, 1046618, 788036, 673636, 817985, 39053]
1386098	[846955, 600616, 1059767, 900421, 600604, 911880, 900432, 388754, 635, 820229]	0	[581974, 386184, 1016093, 1094442, 862189, 959911, 699314, 106553, 636190, 922397]
1321591	[1107344, 758012, 216242, 456464, 176737, 710877, 195657, 214934, 263082, 246794]	3	[12561, 2327, 282031, 699316, 862393, 859845, 614280, 327992, 811977, 614234]
460651	[212415, 300745, 920025, 683926, 212089, 811915, 782692, 282316, 396326, 812530]	1	[924635, 932584, 28452, 338846, 372464, 512686, 873034, 636233, 600442, 189599]
1094966	[444284, 863666, 649877, 851436, 639736, 1098943, 639756, 251002, 511957, 850337]	5	[863946, 456347, 220712, 867261, 149294, 461895, 868389, 381975, 95393, 328068]
269354	[8307, 375589, 651189, 628493, 30641, 880749, 790368, 709999, 308539, 663174]	6	[466156, 1057696, 615639, 133857, 452749, 17474, 11870, 1051169, 567530, 1101366]
1227207	[900432, 591, 600653, 165147, 564, 300581, 39092, 600616, 1059767, 1102432]	7	[772185, 28050, 316433, 308531, 922943, 299713, 468433, 388754, 264263, 1059424]
861451	[887337, 881665, 1062685, 193031, 887338, 657326, 151832, 1078745, 980367, 465067]	4	[1075531, 75639, 1039978, 515936, 633627, 628469, 611816, 1001363, 515235, 681360]
893207	[699316, 1078126, 246794, 876748, 758012, 755177, 456464, 492214, 263082, 214934]	2	[300712, 296225, 1107344, 180741, 1053285, 520735, 683926, 1102814, 811946, 900787]
682410	[23518, 441773, 1103355, 516125, 490430, 39053, 519706, 176411, 811381, 752580]	6	[317343, 1062546, 906232, 512684, 511437, 952052, 663642, 521340, 13869, 430390]
393669	[198558, 902041, 1061156, 62246, 264263, 881717, 1030168, 775298, 95122, 34975]	8	[642706, 1050685, 563045, 458831, 553777, 216, 554639, 265336, 502743, 332623]
514371	[760154, 195570, 272504, 233756, 683926, 512686, 615639, 812531, 255602, 601021]	0	[889499, 622964, 1059686, 884053, 460224, 490211, 584169, 520081, 811381, 464292]
451888	[807, 597821, 300809, 578049, 503608, 608464, 235019, 639227, 448641, 458146]	0	[338846, 486876, 357602, 760154, 351775, 515732, 580874, 338206, 250099, 185113]
1020346	[799769, 277804, 1098338, 346759, 452663, 627306, 2637, 1056762, 816453, 753631]	8	[286504, 375863, 220712, 952876, 14030, 1007570, 864721, 963480, 1065581, 14030]
1463428	[900302, 764118, 768139, 884686, 286504, 1055835, 354225, 596804, 905761, 354224]	0	[666835, 209212, 792676, 1076104, 300895, 1098488, 133432, 900453, 65413, 265336]
863777	[218915, 225489, 506200, 979062, 182108, 482488, 790726, 602032, 190124, 452458]	1	[333874, 242605, 876953, 264068, 1739, 837762, 561710, 224597, 296225, 464287]
986911	[584171, 13452, 816257, 111696, 849875, 141, 330553, 587274, 818946, 686228]	0	[335327, 747486, 246487, 601049, 595627, 339725, 1064708, 815394, 190167, 411290]
502782	[825066, 328143, 883290, 1030429, 1042802, 861424, 809747, 168302, 29704, 314069]	9	[459812, 1060745, 516357, 614026, 1090295, 171400, 625232, 628469, 177077, 748136]
1344331	[812431, 600452, 26623, 939582, 516581, 130816, 300441, 822171, 106338, 876735]	9	[198720, 1059851, 362522, 403884, 968924, 433880, 172449, 1101305, 317490, 478333]
1034833	[816295, 33047, 148906, 780646, 928071, 300850, 512322, 241896, 811972, 849603]	3	[489490, 16227, 258192, 327307, 331037, 638641, 1058329, 1105947, 274023, 1036615]
22358	[1061156, 506865, 1061158, 881717, 81144, 7187, 775298, 95122, 198558, 189599]	4	[333874, 516893, 859712, 1097298, 502743, 1055351, 300892, 448577, 601021, 300441]
561781	[336125, 24666, 582682, 151828, 520559, 83830, 81148, 909982, 243608, 381453]	8	[30921, 349882, 917956, 567530, 283111, 146944, 373154, 789311, 815290, 190458]
380199	[1093605, 28452, 1011077, 148525, 812559, 874549, 878177, 600911, 734801, 300882]	4	[819585, 558322, 296336, 106553, 212538, 312788, 16228, 547360, 215189, 150140]
937069	[844547, 1059767, 300581, 600653, 165147, 300628, 900452, 1076994, 564, 820229]	4	[1086922, 296225, 631467, 246794, 635, 468840, 1026004, 900496, 908618, 217628]
776282	[887338, 887337, 300614, 1106523, 881665, 657326, 64014, 622946, 151832, 1078745]	9	[898322, 1103262, 755177, 900453, 83830, 1047069, 246498, 94249, 490211, 584459]
712532	[579377, 381453, 151828, 287179, 815290, 479978, 1066648, 887336, 24666, 83830]	1	[24960, 336125, 564154, 482488, 212244, 524496, 799051, 299060, 745003, 338512]
449803	[498800, 138900, 775298, 886133, 881717, 81144, 95122, 1030168, 317343, 547357]	8	[638641, 250919, 817354, 703625, 338846, 211775, 1074108, 216215, 642706, 512261]
1341734	[224729, 1061262, 661314, 900797, 252853, 541652, 441774, 455336, 819540, 410253]	0	[1115793, 959551, 850289, 1105710, 519704, 282204, 241896, 1075646, 881665, 308531]
314375	[600911, 878177, 261441, 148525, 300882, 212155, 216262, 1093605, 874549, 312176]	4	[491881, 13473, 378669, 753248, 758085, 323567, 472197, 600094, 753248, 473786]
1374080	[300628, 900421, 600653, 220785, 900432, 1104502, 300581, 1076994, 1059767, 388754]	7	[1056762, 779749, 11870, 1053892, 519706, 910917, 277724, 820229, 263755, 491903]
894322	[649876, 460224, 98665, 234872, 11623, 196188, 1090965, 468908, 1088803, 246487]	0	[180401, 520678, 1103605, 919522, 433524, 391770, 565974, 881665, 451377, 802921]
1312055	[784863, 1060513, 177077, 1053373, 1103912, 210814, 218261, 12537, 286408, 173049]	8	[563582, 299060, 815290, 764118, 300809, 29784, 1059412, 346759, 1062109, 882072]
1362667	[15522, 771770, 546398, 846116, 846109, 246487, 246597, 246499, 246599, 149195]	0	[246498, 282716, 1015085, 947622, 630261, 744864, 630993, 317521, 564130, 264067]
1376067	[812528, 282316, 1061408, 1053248, 512684, 919389, 396326, 811914, 812531, 811915]	5	[461834, 148257, 198970, 878452, 205101, 811921, 543715, 813176, 584459, 1062546]
644761	[519706, 490430, 509492, 176411, 39053, 600649, 516125, 601850, 864035, 349882]	4	[639227, 849875, 194899, 252853, 222798, 851237, 180401, 335414, 14693, 520751]
827837	[268116, 568048, 959833, 1044834, 819708, 802060, 834072, 1093367, 342752, 808643]	8	[908618, 343355, 696406, 547152, 193031, 253916, 1107395, 220816, 192686, 1053248]
866002	[34975, 1077937, 254825, 284510, 775298, 62246, 498800, 189599, 506865, 451377]	2	[709999, 634556, 342941, 846247, 864347, 282204, 17547, 458693, 809746, 470040]
426713	[410253, 900797, 819544, 134765, 284579, 441774, 91846, 252853, 249544, 1041394]	6	[215245, 628493, 887338, 164753, 553779, 64620, 741493, 41134, 636190, 1101366]
907948	[253214, 615224, 1051951, 29784, 243160, 146265, 1051175, 253486, 545600, 307780]	4	[206, 752689, 778356, 212667, 33776, 469817, 640492, 1009930, 37237, 67025]
1292642	[600528, 560486, 900355, 158430, 820396, 900349, 947677, 550, 1004194, 900394]	1	[250099, 975380, 1032361, 1059851, 709999, 863547, 307034, 900495, 1061262, 11817]
739730	[212131, 315191, 515310, 503608, 212107, 864146, 802, 212105, 597821, 44853]	2	[342752, 686210, 300809, 94249, 575876, 407928, 26102, 583185, 928071, 1061262]
20275	[768684, 468937, 867660, 845735, 586989, 269599, 400538, 655197, 862296, 980804]	2	[587, 568234, 512530, 194579, 928071, 492214, 492608, 515420, 263668, 900447]
24212	[1055835, 905761, 764118, 884686, 354224, 313525, 596804, 1055901, 1012931, 666835]	0	[900302, 520850, 214948, 576950, 108205, 225225, 1080177, 151457, 26623, 262080]
1336906	[1034067, 195570, 314425, 710187, 811921, 608556, 214948, 512686, 959911, 919389]	0	[979379, 169, 864520, 516555, 1059412, 807810, 919384, 225489, 1030690, 1078053]
72435	[251966, 300018, 491965, 640492, 862101, 283948, 812338, 957, 196603, 627377]	6	[190124, 322962, 512914, 317653, 1051680, 322962, 998017, 491886, 490412, 812708]
1041360	[195570, 512684, 812528, 212093, 13313, 601021, 1054653, 1061408, 282316, 175442]	5	[81013, 1078191, 1056762, 584165, 849603, 551465, 564, 35391, 28452, 545073]
492924	[512682, 811921, 282316, 214948, 889499, 362522, 272504, 601021, 979379, 300767]	8	[218261, 1061256, 297726, 850288, 86292, 307780, 562733, 190167, 782692, 901401]
787202	[148525, 212538, 758085, 216262, 261441, 622964, 878177, 364925, 600911, 28452]	4	[644852, 489745, 171400, 130364, 614234, 516498, 450, 885622, 106338, 1037598]
102649	[1059686, 520659, 263668, 220675, 949959, 456571, 300527, 158430, 975380, 550]	0	[220735, 274846, 681926, 248109, 745003, 603442, 221093, 220302, 561710, 561710]
101574	[516885, 212233, 796478, 846883, 644193, 445212, 1092029, 792654, 458151, 262187]	5	[78613, 550180, 23028, 214934, 439847, 616560, 391770, 521340, 446185, 447269]
981148	[158317, 686804, 1100153, 277724, 1107293, 686208, 1069130, 466156, 110944, 188681]	1	[164754, 459812, 1047209, 164754, 1023484, 173049, 901745, 819545, 296225, 600366]
742930	[182108, 23028, 190124, 1062817, 469814, 482486, 33004, 242605, 218915, 372464]	0	[327992, 708175, 496156, 900397, 215413, 75639, 846883, 276785, 516125, 951925]
1269240	[169, 282616, 584171, 587274, 111696, 1102097, 900089, 15355, 13452, 330553]	5	[328408, 747148, 954509, 519229, 874933, 849875, 498751, 144635, 335325, 453107]
485133	[1016093, 317428, 458151, 445212, 516960, 262187, 180918, 269560, 796478, 564162]	3	[911880, 34577, 1056999, 792654, 600746, 730819, 884053, 855139, 248109, 709999]
608140	[479140, 267978, 300895, 1008634, 859712, 614026, 34984, 964825, 1075907, 1069131]	8	[28050, 338167, 10312, 394969, 597114, 970550, 228322, 611312, 307568, 215327]
961653	[878435, 809208, 708802, 524496, 740113, 269683, 516581, 106338, 407, 130816]	9	[567542, 611960, 452749, 751657, 1044731, 54180, 799036, 85291, 550, 26623]
977915	[246599, 741664, 209532, 1043894, 187358, 246597, 846116, 15520, 149195, 246498]	9	[1078749, 520081, 297726, 299713, 681360, 874933, 217628, 248109, 862244, 451071]
1321948	[816814, 846411, 547190, 1064708, 262187, 445212, 644193, 616560, 792654, 248664]	8	[83830, 653716, 818946, 86252, 64014, 640492, 216575, 846955, 212233, 850643]
284157	[741469, 1038468, 809501, 27726, 681368, 565982, 142784, 611816, 283111, 739798]	7	[869398, 487957, 802, 562150, 850643, 263340, 626718, 510968, 520623, 855139]
735682	[1041406, 842288, 622827, 519225, 302652, 520081, 470040, 639120, 434528, 368723]	0	[1058326, 866769, 1057545, 1105835, 362522, 666835, 381426, 1032353, 85291, 456348]
762971	[338502, 49949, 176737, 195657, 456464, 1078126, 220029, 699316, 1056696, 282204]	0	[263082, 1107293, 220743, 815255, 540385, 2516, 274846, 645929, 879949, 252853]
780323	[520659, 947677, 228546, 90127, 456571, 300527, 900355, 1059686, 820409, 1100319]	1	[328408, 282716, 546718, 102687, 1082586, 775298, 491911, 788041, 564858, 863367]
1243830	[900432, 911880, 1076994, 300628, 812123, 1102432, 820229, 844547, 212191, 635]	8	[600566, 877885, 789311, 817727, 975743, 1053285, 212938, 449821, 900452, 975389]
1414990	[491911, 1039262, 625180, 959551, 265336, 582076, 563185, 774648, 175818, 492316]	3	[864347, 1010894, 1036032, 476023, 799769, 168302, 563184, 212181, 775298, 803154]
121452	[812338, 802921, 254825, 154401, 502743, 463233, 138900, 189599, 284510, 451377]	8	[1069131, 567966, 808354, 1088282, 216570, 690312, 300445, 732927, 949959, 607662]
1399149	[794280, 220789, 600625, 789311, 900463, 900470, 67604, 505111, 757475, 1051714]	8	[513536, 110944, 91846, 1087879, 740113, 844543, 491911, 600212, 820898, 812001]
1361037	[130364, 317490, 576761, 234872, 15520, 17474, 810885, 731241, 246498, 246599]	7	[168684, 967584, 381854, 335327, 251966, 511957, 639120, 846247, 919285, 1059686]
1279284	[696406, 741664, 130364, 246599, 1090965, 98665, 1074108, 843429, 234872, 919384]	0	[65413, 587274, 243160, 1050985, 591, 898322, 813782, 630311, 884995, 207566]
343105	[200635, 1100153, 778364, 900786, 1107293, 110944, 920065, 1043466, 511157, 339702]	7	[846247, 185113, 1056620, 953844, 967616, 220815, 439241, 188681, 381975, 851237]
1078687	[627760, 1103350, 616139, 458693, 625232, 481205, 11892, 553779, 375790, 314248]	9	[62246, 11692, 228546, 805408, 908618, 816483, 820903, 214609, 11230, 228322]
709015	[247070, 758012, 1010894, 282204, 246794, 1031994, 710877, 1078126, 176737, 492214]	1	[846743, 546718, 512682, 212592, 465212, 17474, 809358, 95591, 1022919, 600625]
631743	[900355, 1059686, 481, 863657, 300527, 520623, 600548, 221989, 158430, 949959]	1	[961987, 327246, 686228, 492214, 1075646, 709999, 1087879, 468908, 26102, 601021]
1105960	[248664, 458151, 910917, 547190, 516885, 846882, 212233, 265667, 771783, 541829]	8	[565982, 215982, 843964, 263082, 869398, 171400, 411090, 631466, 846411, 846187]
783646	[1103605, 220743, 1102432, 300581, 560379, 1059767, 900432, 812123, 388754, 900409]	5	[301010, 578465, 789311, 400532, 324232, 342630, 225489, 809501, 394727, 1053248]
960803	[630239, 608436, 906225, 1114590, 630252, 1086009, 630261, 906232, 277001, 906229]	2	[741491, 1064822, 11230, 343355, 1100153, 811914, 62246, 300590, 568234, 491903]
737232	[578862, 456571, 228546, 947677, 520678, 510, 844543, 820396, 300551, 220302]	8	[287179, 808358, 246599, 771770, 284405, 162603, 34806, 563095, 388753, 212667]
658983	[765094, 842306, 901786, 503760, 300901, 919412, 149294, 865587, 628113, 583917]	4	[1004194, 30641, 11892, 752580, 808828, 552524, 182108, 491886, 473786, 977701]
13430	[900787, 212538, 878177, 312176, 734801, 364925, 28452, 812559, 874549, 216262]	7	[883290, 296225, 900631, 655197, 879350, 34806, 1088282, 300882, 919900, 757463]
680651	[802901, 1103912, 218261, 900299, 652233, 177077, 511687, 173049, 1062109, 1053373]	5	[867631, 217597, 1115606, 451377, 1030690, 286408, 822171, 595627, 81133, 348009]
738593	[794954, 410254, 661314, 393245, 91846, 1041394, 519694, 455336, 410253, 495160]	0	[614010, 323567, 175818, 513529, 281243, 217709, 780922, 151514, 332623, 874933]
1456042	[386410, 905629, 11623, 522256, 741664, 771770, 814750, 234872, 196188, 563184]	2	[168684, 872587, 197452, 461834, 512709, 1055024, 535633, 900496, 616263, 49949]
758752	[1100319, 456571, 512304, 239630, 520678, 220675, 1004194, 520659, 844543, 473680]	9	[1089872, 300581, 164165, 775381, 568234, 1103350, 564150, 1062109, 39740, 925494]
30738	[30641, 11870, 880749, 700868, 8307, 308539, 651189, 709999, 375589, 663174]	6	[381815, 631626, 732927, 563282, 600452, 852938, 790368, 1011066, 431427, 878177]
790152	[254825, 864089, 775298, 198558, 317343, 1061158, 138900, 498800, 1077937, 203472]	6	[191591, 561710, 975743, 762663, 35219, 342752, 439847, 195570, 503608, 23302]
492935	[519708, 520081, 1101709, 408615, 519225, 779745, 1041406, 1058326, 434528, 639120]	5	[13452, 639512, 657326, 521340, 780209, 770181, 217628, 1059686, 67992, 1055024]
440170	[1064822, 905761, 815806, 1055901, 313525, 1012934, 900302, 596804, 1055835, 764118]	4	[753631, 314069, 476620, 666835, 768139, 233756, 802921, 200050, 91846, 979478]
1122043	[627760, 872587, 582110, 481205, 458693, 616139, 11892, 375790, 487957, 553779]	5	[1101572, 882491, 316433, 1058329, 220029, 228322, 102687, 818946, 1052635, 214934]
429935	[1046853, 644852, 634722, 1001363, 212129, 811956, 490211, 300850, 812542, 1053285]	9	[1094348, 900302, 1037622, 511157, 925494, 600746, 938553, 376678, 522256, 780646]
493378	[880231, 755151, 212093, 900545, 362522, 584241, 272504, 760154, 959911, 496169]	6	[607662, 1101572, 216575, 1062860, 852994, 744864, 547245, 877343, 26815, 17547]
